Rk,Player,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
160,Wenyen Gabriel\gabriwe01,18.9,18.9,-0.1,0.1,0.0,-0.027,-4.4,0.5,-3.9,0.0
160,Wenyen Gabriel\gabriwe01,24.8,12.6,0.1,0.1,0.2,.072,-3.7,-0.2,-3.9,-0.1
161,Daniel Gafford\gaffoda01,15.3,13.3,1.1,0.8,1.8,.146,-2.8,1.5,-1.3,0.1
162,Danilo Gallinari\gallida01,7.5,24.4,4.1,1.6,5.7,.163,4.1,-0.9,3.2,2.2
163,Langston Galloway\gallola01,6.5,15.9,2.4,0.7,3.1,.087,0.1,-0.9,-0.8,0.5
164,Darius Garland\garlada01,17.1,20.7,-1.3,0.0,-1.3,-0.035,-2.7,-2.9,-5.6,-1.7
165,Marc Gasol\gasolma01,14.6,12.7,0.9,1.8,2.7,.128,-0.9,2.7,1.8,0.9
166,Rudy Gay\gayru01,12.4,21.3,0.6,0.9,1.5,.054,-0.5,-1.0,-1.5,0.2
167,Paul George\georgpa01,13.0,29.6,1.9,2.0,3.9,.153,3.4,1.1,4.5,2.0
168,Taj Gibson\gibsota01,13.1,14.8,1.8,0.8,2.6,.120,-0.7,-0.4,-1.1,0.2
169,Harry Giles\gilesha01,13.4,19.6,0.7,0.7,1.4,.120,-2.2,1.1,-1.1,0.1
170,Shai Gilgeous-Alexander\gilgesh01,9.8,23.7,2.9,2.6,5.5,.120,1.4,0.2,1.6,2.0
171,Rudy Gobert\goberru01,15.2,16.1,6.0,4.0,10.0,.225,1.8,1.9,3.7,3.1
172,Brandon Goodwin\goodwbr01,12.5,22.4,-0.1,0.2,0.1,.013,-1.5,-1.3,-2.9,-0.1
173,Aaron Gordon\gordoaa01,10.3,20.6,1.2,2.2,3.3,.084,-0.3,0.1,-0.3,0.8
174,Eric Gordon\gordoer01,6.9,22.1,0.2,0.5,0.7,.037,-1.6,-2.0,-3.6,-0.4
175,Devonte' Graham\grahade01,14.5,24.8,2.5,0.9,3.4,.073,2.6,-2.1,0.5,1.4
176,Treveon Graham\grahatr01,9.8,13.1,-0.2,0.4,0.2,.009,-4.5,-1.1,-5.5,-0.8
176,Treveon Graham\grahatr01,9.0,13.1,-0.2,0.3,0.0,.003,-5.0,-0.8,-5.8,-0.6
176,Treveon Graham\grahatr01,11.7,13.3,0.0,0.1,0.1,.022,-3.2,-1.7,-4.9,-0.2
177,Jerami Grant\grantje01,8.0,17.8,2.4,1.7,4.0,.116,-0.1,-0.4,-0.4,0.7
178,Josh Gray\grayjo01,71.4,12.4,-0.1,0.0,-0.1,-0.224,-11.3,-4.7,-16.0,-0.1
179,Danny Green\greenda02,10.8,13.8,1.1,2.4,3.4,.108,-0.8,1.7,0.9,1.1
180,Draymond Green\greendr01,21.8,15.7,-0.2,1.3,1.1,.044,-2.0,1.9,-0.2,0.6
181,JaMychal Green\greenja01,12.3,13.5,0.8,1.8,2.6,.111,-1.4,0.6,-0.8,0.3
182,Javonte Green\greenja02,13.7,13.6,0.3,0.7,1.0,.112,-2.4,1.8,-0.6,0.1
183,Jeff Green\greenje02,10.9,18.9,0.6,0.8,1.4,.089,-0.4,0.0,-0.5,0.3
183,Jeff Green\greenje02,10.8,19.8,0.0,0.6,0.6,.048,-1.8,-0.2,-2.0,0.0
183,Jeff Green\greenje02,11.3,16.3,0.6,0.2,0.8,.201,3.5,0.4,3.9,0.3
184,Blake Griffin\griffbl01,12.0,28.4,-0.4,0.2,-0.1,-0.012,-1.7,-2.6,-4.2,-0.3
185,Marko Guduric\gudurma01,17.9,17.6,-0.2,0.4,0.1,.012,-2.6,-0.8,-3.4,-0.2
186,Kyle Guy\guyky01,0.0,21.8,0.0,0.0,0.0,-0.022,-1.3,-2.8,-4.1,0.0
187,Rui Hachimura\hachiru01,7.5,18.7,1.3,0.4,1.7,.066,-1.1,-1.9,-3.0,-0.3
188,Devon Hall\hallde01,12.9,17.1,0.0,0.0,0.0,-0.064,-6.2,-3.6,-9.7,0.0
189,Donta Hall\halldo01,23.1,7.9,0.0,0.0,0.1,.067,-5.6,-1.4,-7.1,-0.1
190,Dusty Hannahs\hannadu01,0.0,31.6,0.0,0.0,0.0,.146,5.2,-2.1,3.1,0.0
191,Tim Hardaway Jr.\hardati02,6.6,21.7,3.1,1.1,4.2,.111,1.5,-1.2,0.4,1.1
192,James Harden\hardeja01,13.8,36.4,8.7,2.7,11.5,.245,7.9,1.2,9.0,6.3
193,Maurice Harkless\harklma01,14.5,10.7,0.8,1.9,2.7,.090,-2.6,1.9,-0.8,0.5
193,Maurice Harkless\harklma01,16.3,10.3,0.5,1.7,2.3,.096,-2.5,2.4,-0.1,0.6
193,Maurice Harkless\harklma01,8.4,12.4,0.3,0.2,0.4,.069,-3.1,-0.3,-3.5,-0.1
194,Jared Harper\harpeja01,0.0,21.3,0.0,0.0,0.0,-0.253,-10.2,-5.7,-15.8,0.0
195,Montrezl Harrell\harremo01,10.1,25.5,4.5,2.5,7.0,.193,2.4,0.5,2.9,2.2
196,Gary Harris\harriga01,9.7,15.1,0.5,1.7,2.2,.059,-2.8,0.4,-2.4,-0.2
197,Joe Harris\harrijo01,11.1,17.9,2.1,1.7,3.8,.094,0.0,-0.5,-0.5,0.8
198,Tobias Harris\harrito02,7.9,23.6,3.0,2.6,5.6,.120,1.0,-0.4,0.6,1.5
199,Shaquille Harrison\harrish01,9.2,18.1,0.8,0.8,1.5,.153,0.4,2.4,2.8,0.6
200,Josh Hart\hartjo01,11.1,15.3,1.0,1.7,2.7,.083,-1.2,0.6,-0.6,0.6
201,Isaiah Hartenstein\harteis01,16.8,14.8,0.7,0.4,1.1,.191,-0.9,1.3,0.4,0.2
202,Udonis Haslem\hasleud01,0.0,16.3,0.0,0.0,0.0,-0.032,-9.7,-3.0,-12.7,-0.1
203,Jaxson Hayes\hayesja02,11.6,15.1,2.5,1.0,3.5,.176,-0.8,0.8,0.1,0.5
204,Gordon Hayward\haywago01,10.8,20.9,3.1,1.9,5.0,.160,2.6,0.3,2.9,1.8
205,John Henson\hensojo01,15.8,16.3,0.6,0.8,1.4,.109,-1.1,2.1,1.0,0.5
205,John Henson\hensojo01,13.5,16.1,0.4,0.5,0.9,.109,-1.1,2.3,1.1,0.3
205,John Henson\hensojo01,20.9,16.7,0.2,0.2,0.4,.110,-1.1,1.7,0.6,0.1
206,Dewan Hernandez\hernade01,14.5,26.8,0.0,0.0,0.0,.003,-18.3,-3.0,-21.3,-0.1
207,Juan Hernangómez\hernaju01,10.3,15.7,0.2,0.7,1.0,.055,-2.2,-1.1,-3.3,-0.3
207,Juan Hernangómez\hernaju01,12.9,14.3,-0.2,0.4,0.1,.014,-4.0,-1.1,-5.2,-0.3
207,Juan Hernangómez\hernaju01,8.2,17.1,0.5,0.4,0.8,.098,-0.4,-1.0,-1.4,0.1
208,Willy Hernangómez\hernawi01,15.4,22.9,0.4,0.4,0.8,.107,0.6,-0.5,0.1,0.2
209,Tyler Herro\herroty01,11.3,22.0,-0.3,1.1,0.9,.033,-1.0,-1.3,-2.3,-0.1
210,Kevin Hervey\herveke01,0.0,25.5,-0.2,0.0,-0.2,-0.471,-13.4,-6.5,-19.9,-0.1
211,Mario Hezonja\hezonma01,14.9,13.7,0.1,0.6,0.7,.046,-3.1,0.2,-2.9,-0.2
212,Buddy Hield\hieldbu01,11.8,27.1,1.6,1.5,3.1,.074,2.6,-1.3,1.4,1.7
213,George Hill\hillge01,11.6,15.8,3.2,1.9,5.1,.220,1.8,1.4,3.2,1.5
214,Solomon Hill\hillso01,15.0,13.2,0.4,0.9,1.3,.064,-1.9,0.2,-1.6,0.1
214,Solomon Hill\hillso01,13.8,13.4,0.5,0.8,1.3,.071,-1.6,0.2,-1.4,0.1
214,Solomon Hill\hillso01,29.5,11.5,-0.1,0.1,0.0,-0.006,-4.5,0.8,-3.7,0.0
215,Jaylen Hoard\hoardja01,9.6,17.2,0.1,0.1,0.2,.096,-0.9,-1.1,-1.9,0.0
216,Aaron Holiday\holidaa01,12.4,19.4,0.4,1.4,1.7,.060,-1.4,-0.3,-1.7,0.1
217,Jrue Holiday\holidjr01,13.6,24.7,2.1,1.8,4.0,.099,1.9,0.3,2.3,2.1
218,Justin Holiday\holidju01,8.0,13.5,1.7,2.2,4.0,.117,0.0,1.7,1.6,1.5
219,Rondae Hollis-Jefferson\holliro01,12.2,17.2,1.4,1.8,3.2,.153,-1.1,1.5,0.5,0.6
220,Richaun Holmes\holmeri01,11.8,16.0,3.2,1.5,4.6,.198,0.6,0.9,1.5,1.0
221,Rodney Hood\hoodro01,9.4,13.9,0.9,0.2,1.1,.087,-0.4,-0.5,-0.9,0.2
222,Al Horford\horfoal01,8.7,17.6,2.5,2.5,5.0,.130,1.1,1.1,2.2,2.0
223,Talen Horton-Tucker\hortota01,0.0,8.4,0.0,0.0,0.0,.110,0.6,7.2,7.8,0.0
224,Danuel House\houseda01,8.6,13.5,1.9,1.6,3.5,.096,-0.6,0.1,-0.5,0.7
225,Dwight Howard\howardw01,17.8,14.5,2.6,2.4,5.0,.202,-0.8,1.4,0.5,0.8
226,William Howard\howarwi01,20.0,15.9,-0.1,0.0,-0.1,-0.354,-14.9,-5.7,-20.7,-0.1
227,Kevin Huerter\huertke01,12.0,17.1,1.0,0.6,1.6,.042,-0.6,-0.9,-1.6,0.2
228,De'Andre Hunter\huntede01,12.1,17.5,-0.4,0.5,0.1,.001,-2.8,-1.8,-4.7,-1.4
229,Chandler Hutchison\hutchch01,11.4,19.1,0.0,0.7,0.7,.060,-2.7,0.1,-2.6,-0.1
230,Serge Ibaka\ibakase01,12.9,24.1,1.5,2.4,3.9,.136,0.5,-0.1,0.4,0.9
231,Andre Iguodala\iguodan01,23.8,12.2,0.0,0.4,0.4,.078,-2.5,1.9,-0.7,0.1
232,Ersan İlyasova\ilyaser01,9.3,16.4,1.5,1.9,3.4,.180,-0.2,0.8,0.6,0.6
233,Joe Ingles\inglejo01,18.9,15.0,2.4,2.0,4.3,.108,0.0,0.7,0.7,1.3
234,Brandon Ingram\ingrabr01,13.1,28.2,3.2,1.7,4.9,.122,2.7,-0.3,2.4,2.1
235,Kyrie Irving\irvinky01,10.1,32.6,2.1,0.8,3.0,.216,6.6,1.0,7.6,1.6
236,Jonathan Isaac\isaacjo01,11.7,18.3,0.4,1.9,2.3,.114,-0.8,2.9,2.0,1.0
237,Wesley Iwundu\iwundwe01,7.3,13.1,0.6,0.8,1.4,.080,-3.1,0.2,-2.9,-0.2
238,Frank Jackson\jacksfr01,13.1,20.4,-0.4,0.3,-0.1,-0.005,-4.0,-2.0,-6.0,-0.7
239,Jaren Jackson Jr.\jacksja02,10.8,23.9,1.5,1.7,3.1,.100,0.2,0.0,0.2,0.8
240,Josh Jackson\jacksjo02,12.5,23.2,0.0,0.4,0.5,.062,-1.1,1.2,0.0,0.2
241,Justin Jackson\jacksju01,3.5,15.8,0.7,0.6,1.3,.066,-1.7,-1.2,-2.9,-0.2
242,Reggie Jackson\jacksre01,12.7,24.5,0.6,0.3,0.9,.077,1.8,-1.3,0.5,0.4
242,Reggie Jackson\jacksre01,9.8,27.0,0.3,0.1,0.4,.047,1.7,-2.2,-0.5,0.1
242,Reggie Jackson\jacksre01,21.1,19.1,0.3,0.2,0.5,.142,2.1,0.6,2.8,0.2
243,Justin James\jamesju01,8.4,19.0,0.0,0.2,0.2,.037,-1.0,0.2,-0.7,0.1
244,LeBron James\jamesle01,15.3,31.6,6.1,3.4,9.5,.218,6.8,1.9,8.7,5.7
245,Amile Jefferson\jeffeam01,13.0,13.5,0.0,0.1,0.0,.023,-4.9,-1.0,-5.9,-0.1
246,DaQuan Jeffries\jeffrda01,0.0,16.1,0.0,0.0,0.0,.081,-2.3,-0.3,-2.6,0.0
247,Ty Jerome\jeromty01,13.8,17.6,-0.3,0.3,0.0,-0.002,-3.9,0.0,-3.8,-0.1
248,Alize Johnson\johnsal02,14.5,16.8,0.0,0.1,0.1,.070,-3.2,-1.6,-4.8,0.0
249,B.J. Johnson\johnsbj01,13.7,20.6,-0.2,0.0,-0.1,-0.132,-7.2,-2.5,-9.7,-0.1
250,Cameron Johnson\johnsca02,7.7,16.0,1.1,0.7,1.8,.086,0.5,-0.7,-0.2,0.5
251,James Johnson\johnsja01,16.9,19.4,0.4,0.8,1.2,.089,-1.1,1.1,0.0,0.3
251,James Johnson\johnsja01,13.9,17.0,0.0,0.4,0.4,.066,-2.6,0.7,-1.9,0.0
251,James Johnson\johnsja01,18.8,21.4,0.3,0.4,0.8,.109,0.2,1.5,1.7,0.3
252,Keldon Johnson\johnske04,7.8,18.1,0.2,0.1,0.2,.119,-0.3,-0.6,-0.9,0.0
253,Stanley Johnson\johnsst04,19.2,18.6,-0.3,0.2,-0.1,-0.068,-7.9,1.4,-6.5,-0.1
254,Tyler Johnson\johnsty01,11.5,17.3,-0.2,0.3,0.1,.011,-3.0,-0.7,-3.7,-0.2
255,Nikola Jokić\jokicni01,15.7,26.6,6.0,3.2,9.2,.209,5.4,2.3,7.6,5.1
256,Damian Jones\jonesda03,11.5,11.4,2.2,0.6,2.8,.152,-1.6,0.1,-1.4,0.1
257,Derrick Jones Jr.\jonesde02,6.8,14.1,2.3,1.6,3.9,.150,-0.4,1.1,0.8,0.9
258,Tyus Jones\jonesty01,10.8,17.2,2.0,1.0,3.0,.115,0.4,0.1,0.6,0.8
259,DeAndre Jordan\jordade01,17.8,14.1,3.0,2.3,5.3,.204,1.1,1.8,2.8,1.5
260,Cory Joseph\josepco01,14.0,13.0,1.1,1.0,2.2,.067,-2.1,0.3,-1.8,0.1
261,Mfiondu Kabengele\kabenmf01,5.5,23.5,0.1,0.1,0.2,.175,2.2,-0.1,2.1,0.1
262,Frank Kaminsky\kaminfr01,9.4,20.8,0.8,0.6,1.4,.092,0.2,-0.3,-0.1,0.3
263,Enes Kanter\kanteen01,12.9,19.3,2.1,1.7,3.8,.207,1.6,-0.1,1.5,0.8
264,Luke Kennard\kennalu01,10.3,19.8,1.6,0.3,1.9,.100,1.1,-1.4,-0.3,0.4
265,Stanton Kidd\kiddst01,40.0,14.6,-0.1,0.0,-0.1,-0.327,-15.6,-1.3,-16.9,-0.1
266,Michael Kidd-Gilchrist\kiddgmi01,16.7,14.8,-0.3,0.2,-0.2,-0.037,-6.6,-0.9,-7.5,-0.3
266,Michael Kidd-Gilchrist\kiddgmi01,10.9,17.6,-0.2,0.1,-0.1,-0.029,-5.3,-1.6,-6.9,-0.2
266,Michael Kidd-Gilchrist\kiddgmi01,43.2,8.4,-0.2,0.1,-0.1,-0.055,-9.7,0.8,-8.9,-0.1
267,Louis King\kinglo02,8.2,17.1,-0.1,0.0,0.0,-0.007,-5.1,-1.1,-6.2,-0.1
268,Maxi Kleber\klebima01,8.7,13.9,2.9,1.7,4.6,.131,0.5,0.2,0.6,1.1
269,Brandon Knight\knighbr03,17.3,20.6,-0.2,0.1,-0.1,-0.010,-1.8,-2.7,-4.4,-0.3
269,Brandon Knight\knighbr03,14.9,19.1,-0.3,0.0,-0.3,-0.062,-3.9,-2.8,-6.6,-0.3
269,Brandon Knight\knighbr03,19.6,22.2,0.1,0.1,0.2,.046,0.5,-2.5,-2.0,0.0
270,Kevin Knox\knoxke01,9.2,17.8,-0.5,0.7,0.2,.006,-3.1,-1.1,-4.2,-0.6
271,John Konchar\konchjo01,14.3,10.4,0.5,0.2,0.7,.195,2.7,2.2,5.0,0.3
272,Furkan Korkmaz\korkmfu01,8.7,18.5,1.0,1.3,2.3,.079,-0.6,-0.9,-1.5,0.2
273,Luke Kornet\kornelu01,6.6,16.3,0.5,0.5,1.1,.091,-0.9,-0.2,-1.1,0.1
274,Kyle Korver\korveky01,13.3,15.7,0.8,1.4,2.2,.125,-0.5,0.7,0.2,0.5
275,Rodions Kurucs\kurucro01,19.3,15.1,-0.1,0.6,0.5,.048,-3.9,0.9,-2.9,-0.1
276,Kyle Kuzma\kuzmaky01,11.6,23.2,-0.2,1.6,1.4,.052,-2.2,-1.3,-3.5,-0.5
277,Skal Labissière\labissk01,15.7,14.3,1.0,0.4,1.4,.122,-1.5,0.3,-1.3,0.1
278,Jeremy Lamb\lambje01,8.7,19.7,0.9,1.8,2.7,.099,-1.1,0.7,-0.4,0.5
279,Romeo Langford\langfro01,10.8,11.9,-0.1,0.3,0.2,.039,-4.5,-0.1,-4.6,-0.2
280,Zach LaVine\lavinza01,13.3,31.7,1.8,2.2,4.0,.092,3.3,-0.8,2.5,2.4
281,Vic Law\lawvi01,0.0,18.6,-0.1,0.0,-0.1,-0.456,-17.0,-8.2,-25.2,-0.1
282,Jake Layman\laymaja01,11.1,17.7,0.0,0.3,0.3,.029,-2.7,-1.0,-3.7,-0.2
283,T.J. Leaf\leaftj01,8.6,18.5,0.0,0.3,0.4,.088,-1.4,-0.1,-1.5,0.0
284,Jalen Lecque\lecquja01,8.4,19.4,0.0,0.0,0.0,-0.042,-5.7,-3.6,-9.3,0.0
285,Courtney Lee\leeco01,11.4,11.9,0.3,0.4,0.7,.098,-2.1,1.6,-0.5,0.1
286,Damion Lee\leeda03,10.6,19.0,0.9,0.8,1.7,.058,-1.5,-0.8,-2.3,-0.1
287,Alex Len\lenal01,12.8,18.3,1.4,0.9,2.3,.122,-0.2,-0.2,-0.5,0.3
287,Alex Len\lenal01,11.7,18.6,1.1,0.6,1.8,.113,-0.2,-0.3,-0.4,0.3
287,Alex Len\lenal01,19.2,16.7,0.3,0.2,0.5,.165,-0.7,0.1,-0.6,0.1
288,Kawhi Leonard\leonaka01,10.7,33.2,4.6,3.0,7.6,.222,6.5,2.5,9.0,4.6
289,Meyers Leonard\leoname01,13.0,12.0,1.0,1.1,2.1,.104,-1.0,0.4,-0.6,0.3
290,Caris LeVert\leverca01,12.6,28.8,-0.1,1.2,1.2,.050,0.1,-0.7,-0.6,0.4
291,Damian Lillard\lillada01,11.0,30.2,8.9,0.7,9.6,.215,7.9,-0.7,7.2,5.0
292,Nassir Little\littlna01,8.1,13.7,0.3,0.3,0.6,.050,-2.9,-0.6,-3.5,-0.2
293,Kevon Looney\looneke01,12.5,15.7,-0.2,0.2,0.0,.005,-4.8,-0.8,-5.5,-0.2
294,Brook Lopez\lopezbr01,9.2,17.5,0.8,3.9,4.6,.137,-1.1,2.8,1.8,1.5
295,Robin Lopez\lopezro01,15.6,16.6,0.2,1.5,1.7,.095,-2.4,0.5,-1.9,0.0
296,Kevin Love\loveke01,14.5,23.1,2.5,1.2,3.8,.102,2.6,-0.6,2.1,1.8
297,Kyle Lowry\lowryky01,15.0,23.1,4.1,2.8,6.9,.173,2.5,0.7,3.2,2.5
298,Timothé Luwawu-Cabarrot\luwawti01,12.7,15.7,0.4,0.6,1.0,.069,-3.0,-0.2,-3.2,-0.2
299,Trey Lyles\lylestr01,9.7,13.7,1.2,1.0,2.2,.081,-0.5,-0.7,-1.2,0.2
300,Daryl Macon\maconda01,40.0,15.8,0.0,0.0,0.0,-0.161,-7.0,-4.4,-11.4,0.0
301,J.P. Macura\macurjp01,,0.0,0.0,0.0,0.0,-0.023,-5.1,-1.2,-6.3,0.0
302,Josh Magette\magetjo01,23.9,23.8,-0.2,0.1,-0.1,-0.126,-8.0,1.6,-6.4,0.0
303,Ian Mahinmi\mahinia01,14.8,15.7,0.7,0.7,1.4,.082,-2.7,0.0,-2.7,-0.2
304,Thon Maker\makerth01,15.7,16.1,0.7,0.8,1.5,.096,-2.0,0.7,-1.4,0.1
305,Terance Mann\mannte01,19.1,11.2,0.0,0.3,0.3,.057,-4.7,1.2,-3.5,-0.1
306,Boban Marjanović\marjabo01,11.8,27.9,0.8,0.5,1.3,.184,1.7,-1.7,0.0,0.2
307,Lauri Markkanen\markkla01,11.0,21.1,1.1,1.6,2.6,.084,0.2,-0.8,-0.5,0.5
308,Caleb Martin\martica02,13.9,15.0,0.3,0.2,0.5,.081,-1.6,0.5,-1.0,0.1
309,Cody Martin\martico01,15.7,13.6,0.2,0.8,1.0,.052,-3.1,1.0,-2.1,0.0
310,Jeremiah Martin\martije02,0.0,13.1,0.0,0.0,0.0,-0.040,-6.6,3.6,-3.0,0.0
311,Kelan Martin\martike03,9.3,17.8,-0.1,0.3,0.2,.023,-3.3,-1.0,-4.3,-0.3
312,Frank Mason III\masonfr01,22.4,20.8,-0.2,0.1,-0.1,-0.060,-7.5,-0.9,-8.4,-0.1
313,Garrison Mathews\mathega01,10.1,14.5,0.6,0.0,0.6,.129,-0.5,-0.6,-1.1,0.1
314,Wesley Matthews\matthwe02,8.7,12.7,0.8,2.4,3.1,.099,-2.5,0.8,-1.7,0.1
315,Patrick McCaw\mccawpa01,14.6,9.4,0.2,1.2,1.4,.073,-3.6,1.8,-1.8,0.0
316,CJ McCollum\mccolcj01,8.3,26.7,3.1,0.6,3.7,.079,2.5,-1.7,0.9,1.6
317,T.J. McConnell\mccontj01,18.5,17.2,1.6,1.4,2.9,.119,0.1,0.2,0.3,0.7
318,Jalen McDaniels\mcdanja01,12.4,13.3,0.2,0.2,0.5,.078,-3.3,0.0,-3.3,-0.1
319,Doug McDermott\mcderdo01,7.2,19.6,2.1,0.9,3.0,.115,1.5,-1.5,0.0,0.6
320,JaVale McGee\mcgeeja01,12.9,15.0,2.2,2.3,4.5,.211,-0.3,2.3,2.1,1.1
321,Rodney McGruder\mcgruro01,11.1,10.5,-0.1,1.0,0.8,.054,-3.8,0.8,-3.0,-0.2
322,Alfonzo McKinnie\mckinal01,12.3,15.2,-0.2,0.3,0.2,.014,-4.4,-0.9,-5.3,-0.5
323,Jordan McLaughlin\mclaujo01,13.7,15.8,1.2,0.4,1.6,.130,0.4,-0.1,0.3,0.3
324,Ben McLemore\mclembe01,8.5,15.6,2.1,0.9,3.0,.100,0.0,-0.7,-0.7,0.5
325,Jordan McRae\mcraejo01,9.4,24.4,0.4,0.3,0.7,.043,0.0,-1.6,-1.5,0.1
325,Jordan McRae\mcraejo01,9.7,24.9,0.4,0.2,0.7,.050,0.8,-1.3,-0.5,0.3
325,Jordan McRae\mcraejo01,0.0,10.5,0.1,0.0,0.1,.208,1.0,1.4,2.5,0.0
325,Jordan McRae\mcraejo01,8.7,25.7,-0.1,0.0,-0.1,-0.053,-5.6,-4.2,-9.8,-0.2
326,Nicolò Melli\mellini01,12.1,15.9,1.0,0.8,1.8,.095,-0.9,0.3,-0.6,0.3
327,De'Anthony Melton\meltode01,16.3,19.6,0.4,1.4,1.8,.086,-1.6,1.8,0.3,0.6
328,Chimezie Metu\metuch01,11.5,25.9,0.2,0.1,0.2,.159,3.8,-0.8,3.0,0.1
329,Khris Middleton\middlkh01,10.8,26.2,4.3,3.1,7.4,.214,3.4,0.9,4.4,2.7
330,Eric Mika\mikaer01,0.0,8.9,0.1,0.0,0.1,.222,-2.2,-0.9,-3.1,0.0
331,C.J. Miles\milescj01,5.6,18.6,0.0,0.1,0.1,.033,-1.8,0.0,-1.9,0.0
332,Malcolm Miller\millema01,10.1,10.1,-0.1,0.2,0.1,.037,-4.3,1.4,-2.9,0.0
333,Patty Mills\millspa02,7.6,20.5,2.1,0.5,2.6,.086,1.1,-1.2,-0.1,0.7
334,Paul Millsap\millspa01,12.1,20.3,2.0,1.4,3.4,.151,0.6,0.0,0.6,0.7
335,Shake Milton\miltosh01,13.7,19.6,1.1,0.6,1.7,.134,0.3,-0.6,-0.3,0.3
336,Donovan Mitchell\mitchdo01,10.9,31.0,3.0,2.2,5.2,.115,2.4,-0.5,1.9,2.1
337,Naz Mitrou-Long\mitrona01,11.1,18.4,0.0,0.0,0.0,.015,-1.9,2.4,0.5,0.0
338,Adam Mokoka\mokokad01,6.3,12.1,0.1,0.1,0.2,.073,-3.1,-1.0,-4.1,-0.1
339,Malik Monk\monkma01,12.6,22.9,0.1,0.6,0.7,.028,-1.0,-1.3,-2.3,-0.1
340,Matt Mooney\moonema01,0.0,9.0,0.0,0.0,0.0,.006,-5.3,5.0,-0.3,0.0
341,E'Twaun Moore\mooreet01,8.1,19.9,0.2,0.6,0.8,.042,-2.0,-1.0,-2.9,-0.2
342,Ja Morant\moranja01,17.2,26.0,2.2,1.2,3.4,.093,1.6,-1.3,0.4,1.1
